TIT,TAT,AH,AFDP,GTEP,AT,AP,TEY,CDP,CO,Classification
1056.3,549.84,90.88,2.5359,19.217,9.5178,1.0232,112.4,10.437,3.641,1
1087.8,549.85,91.885,3.1623,24.517,9.0913,1.0239,135.99,11.969,1.6618,1
1087.8,549.67,92.474,3.1639,24.483,8.9076,1.0242,136,11.906,1.0415,1
1084.2,549.7,91.842,3.0831,23.837,8.8806,1.0245,133.18,11.794,1.944,1
1085.1,550,91.435,3.1063,23.976,8.9391,1.0246,133.71,11.728,1.0347,1
1084.4,549.78,92.444,3.0849,23.869,9.0475,1.0242,133.27,11.73,0.82655,1
1085.6,549.65,90.511,3.1311,24.114,9.2244,1.0238,134.01,11.759,0.78469,1
1085.7,550.37,88.827,3.1438,24.215,9.6818,1.0233,134.1,11.837,1.4778,1
1086.9,550.25,86.845,3.1572,24.487,10.002,1.0228,134.96,11.993,1.3564,1
1086.6,549.57,86.371,3.1463,24.505,10.067,1.0224,134.78,11.973,1.7461,1
1086.4,549.65,90.262,3.1609,24.521,9.9643,1.0223,134.78,11.866,1.056,1
1085.8,550.01,90.789,3.1527,24.475,9.8299,1.0221,134.36,11.881,1.0452,1
1083.5,549.9,91.458,3.1717,24.078,9.7295,1.0219,132.61,11.72,1.2884,1
1084.9,549.91,93.197,3.1531,24.313,9.4708,1.0216,133.79,11.856,1.2442,1
1085,550.12,93.004,3.1605,24.3,9.3857,1.0214,133.73,11.877,1.3705,1
1084.5,550.12,91.383,3.1476,24.087,8.7907,1.021,133.57,11.798,1.4042,1
1082.4,550.45,91.345,3.08,23.716,8.3,1.0206,132.17,11.737,1.5043,1
1074.6,550.43,91.141,2.9195,22.449,8.1444,1.0201,126.32,11.347,2.0048,1
1065.9,547.73,91.219,2.8149,21.539,7.5979,1.0195,122.08,11.048,3.1307,1
1039.5,539.74,92.499,2.5256,19.153,6.7439,1.0189,109.31,10.31,9.1284,1
1036.8,538.18,94.273,2.5402,19.187,6.6125,1.0186,108.45,10.334,10.159,1
1024.9,530.78,94.108,2.561,19.061,6.422,1.018,105.52,10.349,16.883,1
1041.6,541.23,94.29,2.5831,19.158,6.2393,1.0176,109.83,10.363,7.034,1
1068.1,549.48,94.636,2.7957,21.59,5.4685,1.0172,122.75,11.018,2.7469,1
1051.3,546.32,95.776,2.5821,19.341,4.9278,1.0173,112.82,10.413,4.6431,1
1070.9,549.9,99.471,2.9488,21.673,4.5238,1.0177,124.5,11.18,2.4038,1
1085.5,549.99,100.19,3.2959,24.207,5.4878,1.0181,135.32,11.846,1.0738,1
1084.9,550.37,91.893,3.1514,24.137,7.4167,1.0181,134.02,11.779,1.0664,1
1083.4,549.7,79.782,3.0111,23.899,8.8657,1.0179,132.59,11.84,1.3039,1
1081.1,549.66,75.935,2.9617,23.534,9.5791,1.0175,130.74,11.603,1.4514,1
1062.3,549.66,73.922,2.6206,20.357,10.059,1.0173,116.27,10.807,2.3618,1
1069.5,550.28,69.633,2.8163,21.65,10.448,1.017,121.69,11.165,1.7649,1
1075.8,550.21,69.846,2.9483,22.669,10.416,1.0171,126.56,11.364,1.3422,1
1086,550.26,73.71,3.1667,24.384,10.308,1.0174,134.63,11.891,1.105,1
1085.1,549.88,74.69,3.1347,24.224,9.7971,1.018,134.17,11.882,1.3218,1
1083.7,549.94,76.629,3.0967,24.075,9.4206,1.0185,133.02,11.76,1.5311,1
1086.5,549.76,74.915,3.1661,24.593,9.2181,1.0191,135.22,11.838,1.227,1
1084.5,549.92,74.089,3.1371,24.133,8.8913,1.0196,133.74,11.773,1.301,1
1084.5,549.71,75.163,3.1319,24.136,8.3955,1.0202,133.93,11.833,1.1835,1
1085.4,549.94,79.012,3.1505,24.304,7.9497,1.0206,134.92,11.841,1.1086,1
1083.4,550.03,80.416,3.098,23.99,7.6544,1.0209,133.42,11.836,1.3344,1
1082.4,549.94,80.868,3.0428,23.747,7.0558,1.0211,132.81,11.792,1.5044,1
1068.5,549.82,85.032,2.7684,21.349,5.7347,1.021,122.43,11.06,2.2673,1
1067.6,549.89,89.649,2.7689,21.087,4.6359,1.0211,121.75,11.018,2.4267,1
1063.1,550.02,91.816,2.6319,20.297,4.1173,1.021,118.46,10.763,2.8462,1
1044.5,542.51,92.086,2.5714,19.037,3.8159,1.0208,110.27,10.398,7.5526,1
1048.2,546.2,88.589,2.5678,18.89,4.1468,1.0206,109.64,10.364,6.5273,1
1069.1,549.86,90.301,2.8796,21.592,4.3674,1.0209,121.18,11.076,2.4001,1
1088.6,549.76,91.118,3.3192,24.955,6.1731,1.0209,135.08,12.016,0.85563,1
1086.9,549.86,91.463,3.2366,24.726,8.5258,1.021,134.87,11.88,0.95591,1
1086.1,550,82.358,3.2328,24.561,10.897,1.0203,133.46,11.838,1.4387,1
1085.8,549.94,73.798,3.2278,24.513,12.237,1.02,133,11.812,1.3177,1
1087.2,550.07,71.516,3.2703,24.759,13.064,1.0198,133.92,11.924,1.3288,1
1087.2,550,67.801,3.2683,24.829,13.339,1.0197,134.02,12.008,1.2748,1
1088.3,550.04,69.189,3.2977,25.009,13.316,1.0199,134.89,11.988,1.2207,1
1088.3,550.13,70.595,3.2673,24.966,13.158,1.0199,135.03,11.999,1.3286,1
1088.6,550.02,71.409,3.2592,25.014,12.788,1.0201,135.28,11.934,1.3384,2
1085.2,550.17,74.518,3.1191,24.396,11.721,1.0204,133.44,11.873,1.6986,1
1086.4,550.31,80.553,3.1439,24.472,10.022,1.0205,134.98,11.994,1.5798,1
1086.2,550.25,85.925,3.1839,24.367,8.5545,1.0205,135.11,11.982,1.3404,1
1086.1,550.06,88.601,3.1697,24.392,7.8533,1.0203,135.2,11.953,1.3177,1
1084.9,550.08,88.948,3.1143,24.242,7.6336,1.0205,134.44,11.895,1.2723,1
1083.5,550.02,89.029,3.1094,23.916,7.2891,1.0205,133.26,11.761,1.2594,1
1082.7,549.97,88.55,3.0789,23.829,7.2023,1.0203,132.75,11.736,1.342,1
1082.9,549.93,88.948,3.0991,23.838,7.261,1.0202,132.72,11.763,1.3267,1
1084.6,549.62,89.395,3.1196,24.107,7.813,1.0202,133.84,11.866,1.214,1
1083.3,549.51,89.898,3.1027,23.934,8.4435,1.02,132.62,11.738,1.3057,1
1084.3,549.68,87.641,3.1529,24.183,9.1034,1.0197,132.91,11.751,1.2837,1
1085.5,549.8,85.784,3.1709,24.439,9.7553,1.0196,133.74,11.759,1.3198,1
1082.2,549.75,81.951,3.1405,23.894,10.361,1.0197,130.95,11.773,1.3459,1
1065.1,548.17,79.556,2.8095,21.44,10.854,1.0199,119.62,11.006,2.725,1
1051.5,548.84,82.056,2.5248,19.034,10.961,1.0203,109.18,10.379,3.7182,1
1082.6,549.82,82.664,3.1553,24.105,11.784,1.021,130.91,11.733,1.8165,1
1088.2,549.91,83.953,3.2434,24.982,12.872,1.0211,134.44,11.981,1.0064,1
1087.8,549.71,78.834,3.2631,24.973,13.917,1.0205,133.79,11.98,1.093,1
1087.8,549.94,72.269,3.3086,24.985,14.643,1.0203,133.64,11.905,1.2596,1
1089.3,550.05,69.615,3.3377,25.242,15.009,1.0203,134.48,12.023,1.1532,1
1087.7,550.13,75.877,3.3164,24.943,15.052,1.02,133.26,12.046,1.3107,1
1087.5,550.2,76.639,3.285,24.904,15.06,1.0203,133.19,11.974,1.2978,1
1087.9,550.05,82.224,3.2808,24.93,14.659,1.0205,133.77,11.992,1.21,1
1087.7,549.98,85.796,3.257,24.892,14.12,1.0201,134.16,11.922,1.2702,1
1085,550.22,91.224,3.186,24.349,13.316,1.0185,132.33,11.788,1.2134,1
1086.4,550.25,92.149,3.2333,24.622,13.128,1.0181,133.44,11.937,1.1788,1
1087.4,550.27,91.607,3.2825,24.862,13.059,1.0177,134.16,11.942,1.2039,1
1086.8,550,91.285,3.2418,24.732,13.064,1.0173,133.83,11.989,1.3634,1
1086.6,550,94.583,3.2371,24.622,13.069,1.0166,133.94,11.864,1.2673,1
1086.9,550.08,94.476,3.2479,24.72,12.986,1.0175,133.78,11.87,1.3075,1
1088.1,550.02,93.542,3.2391,24.896,13.037,1.0182,134.95,11.939,1.2401,1
1087.7,549.98,93.915,3.2562,24.803,12.731,1.0182,134.83,11.908,1.2451,1
1092.6,541.22,91.428,3.6657,28.165,12.163,1.0186,144.91,12.839,1.5717,1
1100.1,531.41,93.925,4.1715,32.307,11.109,1.0193,158.25,13.762,1.7235,1
1100.1,529.84,94.183,4.2317,32.832,10.569,1.02,159.38,13.952,1.7545,1
1100,532.4,94.332,4.1405,31.984,10.346,1.0207,157.72,13.738,1.4614,1
1100.1,531.47,94.123,4.1739,32.223,10.429,1.0213,158.07,13.86,1.3308,1
1100,532.22,92.612,4.1345,31.922,10.662,1.0221,157.52,13.83,1.3609,1
1100.1,531.73,88.434,4.1517,32.096,10.906,1.0228,157.67,13.805,1.312,1
1100.2,532.96,82.415,4.0888,31.663,10.927,1.0238,156.86,13.711,1.6662,1
1093.2,539.52,81.003,3.6883,28.504,10.731,1.0248,146.91,12.935,1.8059,1
1086.5,550.05,82.128,3.1526,24.262,10.323,1.0256,134.45,11.852,1.4876,2
1086.6,550.09,76.578,3.168,24.306,10.424,1.026,134.2,11.969,1.2669,1
1072.9,547.43,77.475,2.9501,22.705,10.231,1.0267,125.88,11.422,3.6129,1
1040.9,541.23,76.869,2.4927,19.092,9.6016,1.0269,107.77,10.366,8.1883,1
1052.9,543.95,76.065,2.6553,20.224,9.0664,1.0275,114.45,10.797,6.7218,1
1084,550,72.953,3.0864,23.754,8.509,1.0283,132.7,11.722,1.635,1
1084.8,550.07,69.354,3.089,23.837,7.9318,1.0288,133.4,11.805,1.3411,1
1086.5,549.9,67.336,3.1371,24.132,7.5933,1.029,134.92,11.888,1.1589,1
1096.1,530.01,69.967,4.0788,31.809,7.7142,1.0293,156.48,13.738,1.3249,1
1100.1,527.48,67.872,4.2688,33.106,8.3249,1.0295,161.42,14.105,1.061,1
1100,528.11,65.901,4.2551,32.865,8.8611,1.0294,160.68,14.069,1.1787,1
1100.2,527.02,64.187,4.2859,33.275,8.895,1.029,161.78,14.136,1.134,1
1099.7,526.58,65.642,4.3086,33.384,8.7973,1.0287,162.03,14.139,1.4114,1
1100,528.77,65.086,4.2245,32.735,8.7526,1.0283,160.73,14.039,1.5234,1
1100.1,526.48,65.686,4.2988,33.455,8.6809,1.0279,162.25,14.142,1.8206,1
1099.9,526.94,70.697,4.2827,33.321,8.6076,1.0273,162.12,14.108,1.549,1
1099.8,527.78,73.336,4.2593,33.087,8.5591,1.0271,161.43,14.039,1.4743,1
1100,527.6,69.871,4.2859,33.19,8.627,1.0271,161.64,14.118,1.453,1
1099.9,527.42,68.973,4.2717,33.229,8.5815,1.027,161.74,14.081,1.4183,1
1100.1,527.72,68.918,4.2662,33.154,8.565,1.0268,161.64,14.111,1.3281,1
1100,528.19,70.873,4.2512,33.01,8.7053,1.0265,160.98,14.035,1.3376,1
1099.9,528.11,72.366,4.2578,33.021,8.8479,1.0263,161.08,14.077,1.263,1
1092.6,538.58,69.895,3.7174,28.635,8.8781,1.0258,147.98,13.03,1.3581,1
1086.7,550.02,69.083,3.1949,24.281,8.9896,1.0253,134.96,11.938,1.1677,1
1083.8,550.19,70.181,3.1308,23.784,8.9487,1.0247,132.57,11.775,1.3847,1
1084.3,550.34,74.072,3.1683,23.922,8.8623,1.0243,133.06,11.879,1.4145,1
1072.4,547.4,71.653,3.011,22.67,8.9366,1.0238,126.41,11.398,3.562,1
1047.8,545.53,72.997,2.5515,18.985,8.9857,1.0232,109.75,10.349,4.7898,1
1044.8,543.98,72.673,2.5539,18.863,9.024,1.0227,108.67,10.336,5.7065,1
1050.2,547.4,71.788,2.5368,18.899,9.0095,1.0221,109.93,10.325,4.1809,1
1050.8,547.77,72.925,2.5337,18.939,8.8953,1.0218,110,10.278,4.5465,1
1054.1,548.64,74.219,2.5945,19.25,9.0846,1.0217,111.67,10.385,4.2269,1
1096.7,530.87,72.367,4.1348,31.957,9.3292,1.0217,156.1,13.69,4.0465,1
1100.1,529.49,72.334,4.2954,32.79,9.7444,1.0217,159.71,13.99,1.3822,1
1100,529.14,71.897,4.2769,32.929,10.063,1.0213,159.8,13.978,1.4001,1
1099.9,533.22,72.396,4.1254,31.638,10.169,1.0207,157.23,13.765,1.3706,1
1100.1,531.87,71.249,4.1703,32.116,10.202,1.0198,158.33,13.758,1.4282,1
1099.9,529.67,71.756,4.2682,32.783,10.306,1.0193,159.82,13.902,2.2273,1
1099.9,530.1,73.327,4.2632,32.708,10.254,1.0188,159.8,13.933,2.1239,1
1100,526.71,72.918,4.3551,33.767,10.145,1.0185,162.02,14.164,2.3208,1
1099.9,528.39,73.938,4.2966,33.26,10.017,1.0182,161.12,14.029,2.2618,1
1099.9,527.65,75.194,4.3316,33.574,10.037,1.0183,161.5,14.122,2.3439,1
1099.8,531.77,74.17,4.1663,32.228,10.011,1.0184,158.71,13.769,2.1458,1
1091,541.14,73.91,3.6552,27.983,9.981,1.0184,145.09,12.761,2.5483,1
1081,550.22,73.281,3.0844,23.469,10.012,1.0184,130.76,11.695,2.5133,1
1082.2,549.9,74.814,3.12,23.629,10.038,1.0181,131.54,11.674,1.9305,1
1085.9,549.94,77.01,3.2033,24.324,10.098,1.0174,134.36,11.848,1.2688,1
1085.5,549.98,78.276,3.1689,24.243,9.9809,1.0169,134,11.858,1.4122,1
1085.7,549.94,79.349,3.1824,24.284,9.8879,1.0165,134.2,11.944,1.302,1
1088.3,549.86,79.548,3.2395,24.759,9.9058,1.0164,136.3,11.958,1.0419,1
1087.9,549.86,80.66,3.1969,24.733,9.8145,1.0159,136.2,11.97,1.3117,1
1087.3,549.86,81.936,3.2264,24.598,9.5929,1.0157,135.7,12.022,1.3368,1
1087.3,550.1,82.201,3.1869,24.653,9.3865,1.0155,135.78,11.852,1.3165,1
1086,550.14,82.742,3.1365,24.341,8.4473,1.0158,135.35,11.807,1.458,1
1087.4,550.13,84.379,3.1677,24.537,7.3255,1.0159,136.75,11.887,1.3948,1
1091.1,541.7,85.78,3.5567,27.795,7.1407,1.0161,145.43,12.672,1.4378,1
1099.9,528.93,87.524,4.2351,33.237,7.9165,1.016,161.33,13.989,1.3352,1
1099.8,529.38,82.219,4.2356,33.104,9.5416,1.0161,159.88,13.996,1.3079,1
1099.9,531.52,77.879,4.1823,32.542,10.774,1.0154,158.2,13.804,1.5892,1
1100,530.59,76.052,4.2572,32.907,11.327,1.0149,158.53,13.908,1.7463,1
1100.1,530.55,72.799,4.2546,32.905,11.839,1.0147,158.37,13.906,1.7073,1
1100,530.89,72.588,4.2399,32.829,12.113,1.0147,158.06,13.905,1.5015,1
1099.9,529.75,72.179,4.2672,33.183,12.296,1.015,158.88,13.932,1.6936,1
1100,530.9,70.258,4.1907,32.723,11.775,1.0154,158.85,13.837,1.4493,1
1099.9,527.52,73.201,4.2977,33.678,10.937,1.0161,161.35,14.031,1.3144,1
1100.1,529.57,77.538,4.2102,32.924,9.6942,1.0169,161.01,13.948,1.2798,1
1095.6,534.87,81.856,3.8791,30.514,8.4873,1.0174,154.26,13.373,1.3648,1
1083.7,550.12,85.126,3.1322,23.964,7.4715,1.0177,133.83,11.791,1.7378,1
1084.7,550.07,84.045,3.1628,24.268,7.8595,1.0181,134.24,11.892,1.6099,1
1083.2,550.05,82.196,3.0927,23.955,7.4992,1.0181,133.55,11.77,1.5243,1
1084,549.8,85.884,3.0917,24.202,7.1652,1.018,134.2,11.783,1.407,1
1099.9,526.79,86.823,4.285,33.968,6.9484,1.0175,163.91,14.141,1.4395,1
1100,526.82,89.009,4.2736,33.814,5.8009,1.0171,164.7,14.147,1.3385,1
1100,525.84,91.901,4.3345,34.187,5.1598,1.0165,165.51,14.177,1.3349,1
1100.1,529.1,92.469,4.2465,33.14,4.7784,1.0156,163.76,14.024,1.3118,1
1100,527.49,92.961,4.2928,33.682,4.335,1.015,165.06,14.067,1.3761,1
1100,527.53,93.604,4.3034,33.705,4.2414,1.0143,165.06,14.09,1.2727,1
1099.9,527.31,93.839,4.2913,33.744,4.0967,1.0138,164.95,14.129,1.3779,1
1099.9,526.24,93.772,4.3364,34.136,3.9554,1.0133,166.19,14.15,1.3909,1
1100,528.19,94.398,4.2774,33.524,4.3332,1.0129,164.17,14.01,1.4166,1
1100,530.38,96.688,4.2361,32.939,5.5542,1.0125,161.74,13.944,1.3377,1
1099.9,532.38,97.277,4.2921,32.293,8.8582,1.0119,157.41,13.741,1.4124,1
1099.9,534.45,81.033,4.2178,31.747,11.721,1.0108,155.63,13.602,1.3138,1
1099.9,534.03,73.683,4.2428,31.911,12.68,1.0098,155.49,13.647,1.416,1
1100,534.88,68.088,4.2229,31.636,13.242,1.0091,154.93,13.596,1.3301,1
1099.9,534.29,63.706,4.2721,31.782,13.387,1.0083,155.35,13.609,1.3391,1
1100.2,533.27,67.649,4.2875,32.139,13.49,1.0077,156.07,13.737,1.5144,1
1099.9,533.86,72.216,4.2112,31.99,13.226,1.0077,155.96,13.654,1.6958,1
1100.1,533.6,81.158,4.1885,32.16,12.031,1.0078,156.71,13.639,1.3422,1
1099.9,534,82.642,4.1323,32.046,12.058,1.008,156.38,13.595,1.3982,1
1100.1,534.21,87.396,4.1521,31.781,11.961,1.0078,156.59,13.64,1.7008,1
1100,533.98,89.226,4.1379,31.902,12.136,1.0083,156.06,13.64,1.3787,1
1099.8,534.47,86.73,4.1497,31.754,12.583,1.0088,155.65,13.65,1.4968,1
1100,535.38,87.81,4.0935,31.507,12.402,1.009,155.37,13.581,1.6665,1
1100,534.38,88.794,4.1226,31.895,12.053,1.0088,155.87,13.599,1.4792,1
1100,535.56,88.415,4.0789,31.578,11.796,1.0088,155.55,13.572,1.4725,1
1100.1,535.35,95.653,4.113,31.635,11.086,1.0091,155.91,13.56,1.479,1
1099.8,533.08,99.502,4.2469,32.193,10.331,1.0093,157.86,13.751,1.7297,1
1099.9,531.9,100.17,4.2904,32.583,9.692,1.0094,158.83,13.791,1.7103,1
1099.9,532.62,98.278,4.2031,32.328,9.1755,1.0094,158.4,13.737,1.3023,1
1099.9,531.99,94.37,4.1516,32.442,8.8565,1.0097,159.07,13.799,1.084,1
1099.9,532.27,88.515,4.113,32.092,8.2352,1.0103,159.36,13.775,0.89809,1
1100,531.6,80.777,4.1131,32.315,8.2218,1.0115,159.47,13.819,1.3215,1
1100.2,530.73,75.993,4.1674,32.796,8.4846,1.012,160.2,13.839,1.4262,1
1100,529.94,62.636,4.1823,32.909,8.9966,1.0126,160.12,13.956,1.4512,1
1099.9,530.28,68.618,4.1669,32.747,8.9056,1.0133,160.4,13.915,1.3893,1
1100.1,530.25,66.905,4.1624,32.79,8.5008,1.0135,160.38,13.894,1.5841,1
1099.9,530.75,69.789,4.2069,32.69,8.6738,1.0132,160.15,13.917,1.5147,1
1099.9,530.75,62.601,4.1721,32.639,8.81,1.0132,159.81,13.866,1.3701,1
1100,532.53,67.969,4.1291,32.128,8.8029,1.0133,158.71,13.777,0.99776,1
1099.9,530.31,66.558,4.2271,32.84,9.0065,1.0137,160.03,13.919,1.1931,1
1100,531.44,60.163,4.1073,32.3,8.8575,1.0143,159.41,13.849,1.3403,1
1100,528.85,60.683,4.1863,33.045,7.9046,1.015,161.65,13.977,1.6356,1
1099.9,529.54,63.824,4.1574,32.765,7.0373,1.0156,161.85,13.946,1.7167,1
1100,528.11,72.254,4.1312,33.151,6.3019,1.0173,163.09,14.108,1.3713,1
1100.1,529.96,70.764,4.0934,32.518,5.7615,1.0179,161.98,13.917,0.96573,1
1100,527.73,72.911,4.177,33.171,5.1764,1.0183,163.72,14.109,1.3047,1
1099.9,527.15,78.858,4.24,33.342,4.3697,1.019,164.7,14.11,1.1014,1
1100.1,527.02,74.691,4.2019,33.396,4.3017,1.0197,164.68,14.135,1.1737,1
1099.9,527,76.669,4.2041,33.333,4.3087,1.0201,164.63,14.121,0.98395,1
1100,526.39,72.464,4.2447,33.579,4.4368,1.0202,164.83,14.172,0.86524,1
1100,524.96,71.866,4.2411,33.982,4.3594,1.0205,165.94,14.307,0.88675,1
1100.1,526,72.694,4.2105,33.572,3.81,1.0208,165.64,14.247,1.0038,1
1099.8,525.02,74.808,4.3179,33.968,3.2952,1.0212,166.51,14.306,0.72028,1
1100,526.24,70.154,4.1699,33.459,3.4645,1.0216,165.5,14.134,0.75677,1
1099.9,525.75,66.008,4.2154,33.606,3.7498,1.022,165.39,14.207,0.89271,1
1100,527.27,57.025,4.2083,33.161,4.5211,1.0226,163.84,14.022,1.1555,1
1100.1,528.42,54.721,4.1893,32.911,5.1378,1.0232,162.6,14.007,1.3673,1
1100,527.76,58.757,4.24,33.161,5.7619,1.0239,162.92,14.046,1.2863,1
1100,526.27,55.363,4.2924,33.615,6.6494,1.0241,163.2,14.16,1.3831,1
1100,528.97,50.798,4.1805,32.792,7.6921,1.0236,160.89,13.97,1.5685,1
1099.9,528.06,48.406,4.2243,33.099,8.3862,1.0232,161.06,14.083,1.5137,1
1100,529.05,47.165,4.2012,32.828,9.0783,1.023,160.16,14.023,1.2053,1
1099.9,529.53,47.604,4.209,32.815,9.4328,1.0231,159.67,13.927,1.2379,1
1099.9,528.97,50.718,4.2441,33.048,9.3978,1.0233,160.34,13.995,1.3186,1
1099.9,528.26,49.591,4.2964,33.341,9.2876,1.0235,160.72,14.03,1.3423,1
1100,528.92,51.015,4.2673,33.153,9.3249,1.0236,160.6,13.996,1.6607,1
1099.8,528.07,56.639,4.2724,33.409,9.2452,1.024,161.22,14.035,1.3156,1
1100,528.02,56.25,4.3015,33.391,9.5345,1.0242,160.93,14.043,1.0714,1
1100,527.87,58.935,4.2902,33.459,9.4404,1.0245,161.34,14.091,0.87853,1
1100.1,527.55,62.119,4.2881,33.507,8.7502,1.0248,162,14.087,1.0496,1
1100,526.31,66.123,4.3226,33.847,8.5415,1.0252,162.81,14.214,0.98538,1
1099.9,528.86,70.551,4.2172,32.918,7.9492,1.0259,161.39,14.041,0.91592,1
1100,528.92,71.155,4.2206,32.88,7.6745,1.0264,161.2,14.045,1.1367,1
1100,527.78,72.522,4.2284,33.206,7.3631,1.0267,162.27,14.077,1.3435,1
1099.9,526.6,73.581,4.2838,33.528,6.9776,1.0271,163.37,14.177,1.3029,1
1099.9,525.2,73.494,4.3264,34.023,6.7613,1.0269,164.39,14.264,1.0041,1
1100.1,526.86,76.3,4.2636,33.558,6.1979,1.0264,163.93,14.181,0.94421,1
1100,525.06,77.614,4.3238,34.156,5.889,1.0262,165.03,14.237,0.92524,1
1099.8,525.53,81.732,4.2853,33.975,5.2872,1.0262,165.4,14.221,0.92332,1
1100,522.23,83.9,4.4178,35.059,4.8434,1.0262,167.29,14.411,1.1804,1
1099.9,524.73,86.893,4.3494,34.242,4.5643,1.0261,165.98,14.286,0.93416,1
1099.9,525.7,86.967,4.3452,33.953,5.6014,1.0258,164.06,14.213,0.97625,1
1100.1,528.74,86.762,4.314,33.145,7.9353,1.0253,160.27,13.999,1.1281,1
1100.1,529.42,74.87,4.3747,32.878,10.342,1.0243,158.82,13.968,1.5271,1
1100.1,528.87,68.235,4.4197,32.992,11.278,1.0234,159.2,14.02,1.3883,1
1100,529.32,63.356,4.4308,32.835,11.666,1.0225,158.69,13.991,1.5169,1
1099.9,531.77,60.45,4.3509,32.082,11.743,1.0216,157.13,13.818,1.3374,1
1099.8,530.93,65.755,4.3528,32.371,11.667,1.0208,157.95,13.907,1.3241,1
1100,527.92,68.757,4.4508,33.299,11.651,1.0201,159.67,14.05,1.5718,1
1099.9,525.98,73.715,4.517,33.845,11.545,1.0194,160.99,14.134,1.6675,1
1099.9,534.21,77.951,4.2457,31.446,11.92,1.0189,155.68,13.584,1.6369,1
1100,531.41,82.385,4.3516,32.349,12.203,1.0184,157.35,13.783,1.5914,1
1100,532.56,80.201,4.2823,32.052,11.987,1.018,156.9,13.744,1.007,1
1100,530.2,76.863,4.3546,32.741,11.865,1.0174,158.24,13.937,0.92179,1
1099.8,532.39,78.719,4.272,32.116,11.783,1.0169,156.91,13.799,1.1518,1
1099.8,532.42,82.688,4.2776,32.063,11.913,1.0164,156.8,13.773,1.6796,1
1100,532.98,85.323,4.3348,31.966,12.482,1.0157,156.26,13.728,1.7315,1
1099.9,534.04,86.412,4.2101,31.651,12.451,1.0153,155.79,13.64,1.5815,1
1099.9,532.02,82.138,4.2523,32.298,12.353,1.0153,156.92,13.786,1.2737,1
1100.1,532.13,77.712,4.154,32.19,11.936,1.0154,157.17,13.796,1.4238,1
1099.9,531.73,76.521,4.2001,32.286,11.608,1.0153,157.43,13.801,1.498,1
1100.1,531.54,78.719,4.1795,32.373,11.438,1.0162,158.04,13.819,1.3396,1
1100,530.01,82.446,4.2273,32.835,10.837,1.016,159.32,13.917,1.4712,1
1099.9,530.3,78.302,4.2099,32.697,11.041,1.0166,158.94,13.868,1.4774,1
1099.9,527.98,84.767,4.2876,33.28,10.135,1.0181,161.42,14.057,1.5036,1
1100.1,529.72,87.101,4.2305,32.735,8.7243,1.0192,161.01,13.94,1.478,1
1100.1,529.03,86.976,4.2486,32.909,8.0888,1.0199,161.52,14.052,1.399,1
1100.2,518.96,87.107,4.6355,36.174,7.669,1.0203,167.68,14.671,1.6575,1
1100,518.32,89.08,4.6514,36.293,7.1539,1.0211,168.12,14.722,1.6795,1
1100,521.6,87.326,4.6531,36.345,6.9964,1.0217,170.01,14.758,1.5464,1
1100.5,523.17,85.064,4.6292,36.341,7.1267,1.0224,170.48,14.791,1.4063,1
1099.6,522.05,80.694,4.6069,36.399,7.2022,1.0236,170.56,14.824,1.4269,1
1099.6,521.08,88.633,4.644,36.657,6.3239,1.0247,172.04,14.867,1.6709,1
1099.8,521.11,92.704,4.6708,36.803,5.6777,1.0253,172.54,14.849,1.5296,1
1100,521.1,82.718,4.6417,36.95,5.4158,1.0261,172.96,14.811,1.4415,1
1100,529.98,81.084,4.2825,34.045,4.8631,1.027,168.38,14.29,1.2538,1
1100.1,530.47,80.813,4.2481,33.904,4.5173,1.0274,168.07,14.344,1.0808,1
1099.9,529.56,80.38,4.2817,34.165,4.2717,1.0279,168.55,14.395,1.0472,1
1100.1,530.61,78.907,4.2313,33.802,4.0853,1.0286,167.98,14.343,1.0875,1
1100,530.97,70.679,4.2049,33.768,4.2148,1.0294,167.3,14.291,1.1337,1
1067.5,549.94,98.762,3.2422,23.152,8.8358,1.0222,126.16,11.381,1.9157,1
1067.9,549.8,97.464,3.2074,23.207,9.0529,1.0218,126.51,11.476,2.0596,1
1068.5,549.89,96.494,3.2051,23.296,9.2464,1.0213,126.96,11.555,2.1621,1
1069.6,549.94,95.912,3.2159,23.465,9.3792,1.0209,127.83,11.539,2.1214,1
1068.1,549.83,95.412,3.1898,23.205,9.5757,1.0208,126.56,11.484,2.1549,1
1069.2,549.77,94.676,3.1782,23.403,9.6661,1.0211,128.32,11.458,2.1566,1
1067.4,549.88,94.407,3.13,23.129,9.6184,1.0212,127.21,11.316,1.5995,1
1066.6,549.93,95.311,3.119,23,9.3555,1.0213,126.51,11.372,1.9358,1
1067.5,550.01,95.898,3.143,23.188,9.1803,1.0212,127.32,11.328,1.8884,1
1066.6,550.05,96.156,3.1075,23.042,9.2486,1.0211,126.53,11.316,1.7925,1
1066.9,550.07,96.338,3.1099,23.074,9.2058,1.0211,126.66,11.363,1.8988,1
1067,549.97,97.023,3.1689,23.094,9.1193,1.021,126.89,11.434,2.1861,1
1066.7,550.12,95.021,3.1839,23.179,9.5496,1.0208,126.41,11.391,1.9296,1
1067.5,550.3,93.702,3.1581,23.227,9.8783,1.0207,127.01,11.46,2.0707,1
1075.4,550.14,95.267,3.3065,24.567,9.7357,1.0205,132.98,11.816,1.2505,1
